date,agent,call_type,shift,duration_min,crm_response_s,skill_match,delay_cause,resolved,phase,week
2025-05-25,Agent_24,Billing,Morning,6.67,5.4,True,Script Complexity,True,Baseline,2025-05-19
2025-05-25,Agent_14,Technical,Morning,6.82,3.6,False,Routing Issue,False,Baseline,2025-05-19
2025-05-25,Agent_2,General Inquiry,Night,6.87,3.53,True,Training Gap,False,Baseline,2025-05-19
2025-05-25,Agent_30,Technical,Morning,8.56,4.24,True,Training Gap,True,Baseline,2025-05-19
2025-05-25,Agent_5,Billing,Afternoon,6.0,3.37,False,Script Complexity,True,Baseline,2025-05-19
2025-05-25,Agent_6,General Inquiry,Morning,6.1,1.94,True,Training Gap,True,Baseline,2025-05-19
2025-05-25,Agent_14,Technical,Morning,14.05,3.58,True,Script Complexity,True,Baseline,2025-05-19
2025-05-25,Agent_16,Technical,Morning,9.25,2.35,True,Training Gap,True,Baseline,2025-05-19
2025-05-25,Agent_26,Refund,Afternoon,9.27,2.72,True,CRM Slowness,True,Baseline,2025-05-19
2025-05-25,Agent_11,Technical,Night,8.9,2.17,True,Training Gap,True,Baseline,2025-05-19
2025-05-25,Agent_24,Technical,Afternoon,7.14,2.91,False,Training Gap,True,Baseline,2025-05-19
2025-05-25,Agent_1,Refund,Night,6.43,1.42,False,CRM Slowness,True,Baseline,2025-05-19
2025-05-25,Agent_22,Account,Morning,8.52,3.25,True,CRM Slowness,True,Baseline,2025-05-19
2025-05-25,Agent_15,General Inquiry,Night,7.26,1.08,True,Training Gap,True,Baseline,2025-05-19
2025-05-25,Agent_7,Billing,Night,7.87,2.2,True,External Dependency,True,Baseline,2025-05-19
2025-05-25,Agent_17,Technical,Afternoon,10.7,3.51,True,Routing Issue,True,Baseline,2025-05-19
2025-05-25,Agent_12,Technical,Afternoon,12.73,2.78,False,CRM Slowness,True,Baseline,2025-05-19
2025-05-25,Agent_8,Account,Morning,7.22,1.2,False,Script Complexity,False,Baseline,2025-05-19
2025-05-25,Agent_8,Account,Morning,8.32,1.95,True,Routing Issue,True,Baseline,2025-05-19
2025-05-25,Agent_8,Billing,Afternoon,12.71,2.27,True,Training Gap,True,Baseline,2025-05-19
2025-05-25,Agent_23,Technical,Morning,7.97,3.35,True,CRM Slowness,True,Baseline,2025-05-19
2025-05-25,Agent_19,Billing,Night,5.9,2.51,False,Training Gap,True,Baseline,2025-05-19
2025-05-25,Agent_12,Account,Afternoon,8.46,1.96,False,Script Complexity,True,Baseline,2025-05-19
2025-05-25,Agent_16,Technical,Morning,11.83,2.73,True,Routing Issue,True,Baseline,2025-05-19
2025-05-25,Agent_1,Account,Morning,7.84,2.79,True,Training Gap,True,Baseline,2025-05-19
2025-05-25,Agent_17,General Inquiry,Morning,5.18,0.86,False,Training Gap,True,Baseline,2025-05-19
2025-05-25,Agent_11,General Inquiry,Morning,18.64,1.65,True,Training Gap,False,Baseline,2025-05-19
2025-05-25,Agent_3,Account,Morning,5.03,3.13,True,Training Gap,True,Baseline,2025-05-19
2025-05-25,Agent_2,Refund,Afternoon,8.56,3.18,False,CRM Slowness,True,Baseline,2025-05-19
2025-05-25,Agent_14,Technical,Morning,11.83,3.98,True,Script Complexity,True,Baseline,2025-05-19
2025-05-25,Agent_6,Technical,Afternoon,10.97,2.11,True,CRM Slowness,True,Baseline,2025-05-19
2025-05-25,Agent_1,Technical,Afternoon,8.15,2.48,True,External Dependency,True,Baseline,2025-05-19
2025-05-25,Agent_14,Billing,Afternoon,4.46,2.9,False,Training Gap,False,Baseline,2025-05-19
2025-05-25,Agent_15,Billing,Night,9.28,2.54,True,Training Gap,True,Baseline,2025-05-19
2025-05-25,Agent_21,Technical,Afternoon,5.95,2.43,True,CRM Slowness,True,Baseline,2025-05-19
2025-05-25,Agent_24,Refund,Night,6.87,4.34,True,Script Complexity,False,Baseline,2025-05-19
2025-05-25,Agent_23,Technical,Afternoon,8.03,2.1,True,External Dependency,True,Baseline,2025-05-19
2025-05-25,Agent_28,Technical,Night,34.97,1.13,False,Script Complexity,True,Baseline,2025-05-19
2025-05-25,Agent_14,Technical,Night,8.83,2.88,True,Script Complexity,False,Baseline,2025-05-19
2025-05-25,Agent_3,Account,Afternoon,2.83,1.01,True,Script Complexity,True,Baseline,2025-05-19
2025-05-25,Agent_5,General Inquiry,Night,4.09,2.7,True,Training Gap,True,Baseline,2025-05-19
2025-05-25,Agent_21,Technical,Afternoon,7.79,2.16,True,CRM Slowness,False,Baseline,2025-05-19
2025-05-25,Agent_10,Technical,Afternoon,5.83,3.3,True,CRM Slowness,True,Baseline,2025-05-19
2025-05-25,Agent_19,Technical,Afternoon,9.2,4.5,True,CRM Slowness,True,Baseline,2025-05-19
2025-05-25,Agent_4,Billing,Afternoon,5.36,1.23,True,Training Gap,True,Baseline,2025-05-19
2025-05-25,Agent_28,Account,Morning,7.76,4.73,True,Script Complexity,False,Baseline,2025-05-19
2025-05-26,Agent_18,Technical,Afternoon,6.37,4.5,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_26,Technical,Morning,10.99,3.27,False,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_4,Billing,Afternoon,6.56,3.03,False,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_21,Refund,Afternoon,9.04,2.18,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_9,Billing,Night,8.19,2.2,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_23,General Inquiry,Night,1.98,2.47,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_29,Technical,Afternoon,8.61,3.4,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_25,Account,Afternoon,8.44,2.02,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_22,General Inquiry,Afternoon,6.77,3.07,True,External Dependency,True,Baseline,2025-05-26
2025-05-26,Agent_10,Billing,Afternoon,7.24,2.72,False,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_10,Account,Night,8.29,4.22,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_16,Technical,Night,10.79,1.28,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_5,General Inquiry,Afternoon,5.86,2.07,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_11,Technical,Morning,8.42,1.62,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_10,Account,Afternoon,5.52,3.06,False,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_19,Billing,Morning,7.71,1.5,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_13,Technical,Morning,9.95,4.13,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_4,Technical,Night,9.56,2.66,True,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_19,Technical,Morning,14.88,2.29,False,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_18,Technical,Morning,9.45,1.77,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_9,Technical,Morning,8.34,3.07,True,CRM Slowness,False,Baseline,2025-05-26
2025-05-26,Agent_18,Technical,Afternoon,13.15,2.3,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_12,Billing,Afternoon,7.56,1.81,False,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_18,Technical,Morning,23.96,2.49,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_16,Billing,Morning,5.56,2.79,False,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_1,Billing,Afternoon,7.14,2.08,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_14,General Inquiry,Afternoon,5.7,2.81,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_27,Technical,Afternoon,6.79,1.87,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_26,Billing,Afternoon,4.43,2.35,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_10,Technical,Afternoon,11.35,2.54,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_27,Account,Morning,7.44,2.7,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_27,Technical,Afternoon,8.04,3.29,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_28,Account,Morning,4.86,2.25,True,Script Complexity,False,Baseline,2025-05-26
2025-05-26,Agent_13,Billing,Afternoon,6.98,3.69,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_9,Account,Night,7.33,1.83,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_9,Technical,Morning,7.72,3.72,False,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_5,General Inquiry,Morning,31.22,0.58,False,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_14,Billing,Afternoon,6.85,3.27,False,Routing Issue,False,Baseline,2025-05-26
2025-05-26,Agent_27,Account,Morning,6.39,2.6,False,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_8,Technical,Morning,14.63,3.02,True,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_10,General Inquiry,Night,4.37,1.66,False,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_3,Technical,Morning,6.29,2.26,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_16,Account,Morning,6.37,2.89,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_15,Account,Morning,8.1,3.36,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_1,Billing,Night,8.45,2.33,True,Training Gap,False,Baseline,2025-05-26
2025-05-26,Agent_20,Account,Morning,6.23,2.26,False,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_30,Billing,Afternoon,6.38,1.66,True,Routing Issue,False,Baseline,2025-05-26
2025-05-26,Agent_4,Billing,Afternoon,7.5,1.84,True,Training Gap,False,Baseline,2025-05-26
2025-05-26,Agent_22,General Inquiry,Night,6.01,1.91,True,Training Gap,False,Baseline,2025-05-26
2025-05-26,Agent_20,General Inquiry,Morning,4.72,2.0,True,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_16,Billing,Night,6.72,1.57,False,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_24,Billing,Afternoon,5.62,2.28,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_30,Technical,Afternoon,13.68,3.52,True,Script Complexity,False,Baseline,2025-05-26
2025-05-26,Agent_18,General Inquiry,Night,7.09,4.56,False,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_25,Technical,Morning,11.8,1.63,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_1,Technical,Morning,9.24,2.6,True,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_21,Billing,Morning,7.22,3.9,True,External Dependency,True,Baseline,2025-05-26
2025-05-26,Agent_12,Technical,Morning,6.22,4.5,True,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_20,Technical,Night,5.87,4.38,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_11,Billing,Afternoon,3.73,2.86,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_8,Account,Morning,8.07,2.2,True,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_30,Account,Morning,5.13,1.51,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_9,Billing,Afternoon,7.63,2.13,False,Training Gap,False,Baseline,2025-05-26
2025-05-26,Agent_25,Account,Afternoon,8.35,1.71,False,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_1,Technical,Morning,10.03,2.33,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_13,Billing,Morning,3.3,2.41,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_11,Refund,Afternoon,9.44,1.64,True,Training Gap,False,Baseline,2025-05-26
2025-05-26,Agent_30,General Inquiry,Afternoon,7.08,2.61,True,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_15,Technical,Afternoon,9.06,0.5,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_17,Technical,Afternoon,8.55,3.86,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_26,General Inquiry,Morning,3.94,1.28,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_21,Billing,Night,6.57,1.18,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_25,Account,Afternoon,6.53,2.15,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_30,General Inquiry,Afternoon,3.99,2.26,False,CRM Slowness,False,Baseline,2025-05-26
2025-05-26,Agent_27,Refund,Morning,7.85,3.21,True,Routing Issue,False,Baseline,2025-05-26
2025-05-26,Agent_13,General Inquiry,Night,5.06,2.05,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_28,Refund,Afternoon,9.47,1.68,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_2,Technical,Night,13.57,2.65,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_27,Account,Morning,4.3,1.82,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_7,Technical,Afternoon,11.67,2.46,True,CRM Slowness,False,Baseline,2025-05-26
2025-05-26,Agent_3,General Inquiry,Morning,3.84,4.04,True,CRM Slowness,False,Baseline,2025-05-26
2025-05-26,Agent_15,General Inquiry,Night,5.31,2.99,True,CRM Slowness,False,Baseline,2025-05-26
2025-05-26,Agent_30,Technical,Morning,13.37,2.33,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_24,Technical,Afternoon,14.61,3.2,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_27,Billing,Morning,5.29,0.83,True,CRM Slowness,False,Baseline,2025-05-26
2025-05-26,Agent_19,General Inquiry,Morning,42.89,2.46,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_7,General Inquiry,Afternoon,5.58,3.22,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_6,General Inquiry,Morning,4.98,3.98,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_22,Technical,Morning,14.99,2.11,True,CRM Slowness,False,Baseline,2025-05-26
2025-05-26,Agent_16,Technical,Afternoon,8.96,1.29,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_8,Billing,Morning,7.18,4.16,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_28,Technical,Afternoon,10.12,2.04,False,External Dependency,True,Baseline,2025-05-26
2025-05-26,Agent_7,Technical,Morning,10.94,2.85,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_30,Technical,Afternoon,14.86,2.02,True,Training Gap,False,Baseline,2025-05-26
2025-05-26,Agent_23,Account,Night,7.19,1.02,True,Routing Issue,False,Baseline,2025-05-26
2025-05-26,Agent_13,Account,Morning,6.4,1.77,False,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_4,General Inquiry,Afternoon,5.55,2.11,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_28,Technical,Afternoon,5.62,2.63,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_8,Account,Morning,5.44,2.16,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_10,Billing,Afternoon,4.47,1.34,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_7,Billing,Morning,5.47,0.5,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_2,Technical,Afternoon,11.02,3.17,False,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_9,Technical,Afternoon,5.74,1.75,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_24,Billing,Morning,4.17,3.24,False,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_18,Account,Morning,6.93,4.64,False,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_15,Technical,Afternoon,10.99,2.89,False,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_5,Technical,Night,10.18,2.85,True,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_23,General Inquiry,Morning,4.61,2.48,False,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_4,Refund,Morning,9.9,3.55,False,Script Complexity,False,Baseline,2025-05-26
2025-05-26,Agent_18,Billing,Afternoon,7.63,3.81,True,Training Gap,False,Baseline,2025-05-26
2025-05-26,Agent_9,Account,Afternoon,4.43,0.5,True,CRM Slowness,False,Baseline,2025-05-26
2025-05-26,Agent_8,Account,Afternoon,2.88,3.96,False,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_26,Refund,Night,6.24,0.61,True,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_16,Account,Afternoon,6.97,3.13,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_7,General Inquiry,Afternoon,5.26,3.41,True,Training Gap,False,Baseline,2025-05-26
2025-05-26,Agent_6,Account,Afternoon,7.26,4.12,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_11,Technical,Morning,10.48,3.91,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_21,Account,Morning,6.39,3.27,False,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_6,General Inquiry,Morning,4.59,3.54,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_26,Technical,Afternoon,12.42,1.05,True,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_30,Technical,Morning,3.78,1.83,False,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_10,Technical,Night,8.07,2.27,True,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_28,Technical,Morning,10.99,2.13,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_1,Technical,Morning,8.37,2.19,False,Training Gap,False,Baseline,2025-05-26
2025-05-26,Agent_29,Billing,Night,5.02,2.39,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_27,Technical,Afternoon,7.93,2.2,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_17,General Inquiry,Morning,4.93,3.3,False,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_24,Billing,Morning,7.01,2.42,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_23,Billing,Night,6.98,3.02,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_5,Account,Night,9.0,2.7,False,External Dependency,False,Baseline,2025-05-26
2025-05-26,Agent_30,Billing,Night,6.77,2.94,False,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_30,Account,Morning,5.93,1.71,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_19,Billing,Night,8.11,5.99,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_13,Technical,Morning,9.81,2.75,False,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_8,Billing,Morning,8.18,1.53,False,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_13,Refund,Morning,10.74,2.27,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_6,General Inquiry,Night,6.27,1.67,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_16,Billing,Afternoon,6.02,3.14,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_1,Refund,Night,9.08,2.76,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_12,Technical,Morning,13.14,2.19,False,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_6,General Inquiry,Morning,6.11,3.41,True,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_5,General Inquiry,Morning,7.13,2.27,True,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_29,Account,Morning,9.61,3.4,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_20,Refund,Afternoon,8.81,2.64,False,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_25,General Inquiry,Afternoon,6.91,1.53,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_26,Billing,Morning,8.22,2.5,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_13,Account,Morning,5.55,3.69,True,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_8,Billing,Morning,6.26,1.71,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_8,Billing,Morning,3.24,1.39,True,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_17,Technical,Afternoon,8.87,2.3,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_2,Technical,Afternoon,9.56,2.51,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_28,Billing,Morning,9.05,1.64,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_23,Account,Morning,6.47,3.07,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_3,Billing,Afternoon,6.53,0.59,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_2,Technical,Afternoon,8.05,0.91,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_7,Billing,Morning,5.25,2.27,True,Training Gap,False,Baseline,2025-05-26
2025-05-26,Agent_6,Billing,Morning,6.48,2.98,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_12,Technical,Afternoon,7.67,2.63,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_14,Technical,Afternoon,10.39,2.7,True,Training Gap,False,Baseline,2025-05-26
2025-05-26,Agent_26,Billing,Morning,6.4,4.04,True,Training Gap,False,Baseline,2025-05-26
2025-05-26,Agent_3,Billing,Morning,7.65,3.05,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_21,Technical,Morning,10.05,2.64,True,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_26,Refund,Morning,10.75,3.48,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_3,Technical,Morning,11.47,2.46,True,Training Gap,False,Baseline,2025-05-26
2025-05-26,Agent_14,Account,Afternoon,2.98,2.59,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_16,Billing,Afternoon,7.34,2.89,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_24,Account,Afternoon,6.7,2.64,False,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_21,Account,Afternoon,4.9,2.16,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_25,Billing,Night,6.91,0.94,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_2,Technical,Morning,7.38,3.11,False,CRM Slowness,False,Baseline,2025-05-26
2025-05-26,Agent_2,General Inquiry,Night,6.25,2.57,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_19,Billing,Morning,10.18,3.38,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_13,Billing,Afternoon,7.12,2.64,True,Script Complexity,False,Baseline,2025-05-26
2025-05-26,Agent_20,Billing,Morning,6.31,1.18,True,Script Complexity,False,Baseline,2025-05-26
2025-05-26,Agent_15,Billing,Afternoon,6.31,3.71,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_9,Technical,Morning,11.39,2.63,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_4,Technical,Night,8.32,2.42,False,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_3,Technical,Morning,10.92,2.59,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_30,Billing,Morning,5.49,3.08,True,Script Complexity,False,Baseline,2025-05-26
2025-05-26,Agent_27,Account,Morning,8.14,1.73,True,Training Gap,False,Baseline,2025-05-26
2025-05-26,Agent_7,Account,Afternoon,4.13,2.8,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_23,Account,Night,8.92,3.53,False,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_18,General Inquiry,Morning,7.54,4.73,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_7,Billing,Morning,6.79,3.37,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_26,Billing,Night,7.59,4.21,True,External Dependency,True,Baseline,2025-05-26
2025-05-26,Agent_18,Billing,Morning,8.62,2.04,True,Script Complexity,False,Baseline,2025-05-26
2025-05-26,Agent_26,Technical,Morning,7.69,1.77,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_27,Technical,Morning,7.78,2.91,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_22,Billing,Morning,7.31,2.38,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_20,General Inquiry,Morning,6.7,2.05,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_28,Refund,Morning,8.3,2.44,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_26,Refund,Afternoon,7.4,2.62,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_26,Billing,Afternoon,4.65,2.6,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_9,Technical,Afternoon,14.36,3.59,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_12,Technical,Morning,10.97,1.57,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_12,Technical,Afternoon,8.58,1.94,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_25,General Inquiry,Afternoon,8.21,3.74,True,External Dependency,False,Baseline,2025-05-26
2025-05-26,Agent_10,Refund,Morning,9.46,0.5,False,Routing Issue,True,Baseline,2025-05-26
2025-05-26,Agent_26,Billing,Morning,7.38,3.18,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_18,Refund,Night,9.47,1.38,True,Training Gap,False,Baseline,2025-05-26
2025-05-26,Agent_20,Technical,Afternoon,9.08,0.5,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_18,General Inquiry,Morning,4.79,2.92,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_9,Account,Afternoon,6.97,2.69,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_29,Billing,Afternoon,6.26,1.8,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_4,Technical,Night,7.76,1.04,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_30,Account,Night,9.96,3.03,False,Script Complexity,False,Baseline,2025-05-26
2025-05-26,Agent_14,Account,Afternoon,7.78,0.5,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_20,Refund,Morning,10.16,3.01,False,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_14,Technical,Morning,11.58,2.43,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_11,Billing,Afternoon,5.8,1.56,True,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_19,Technical,Afternoon,11.85,1.92,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_9,Billing,Night,6.44,1.56,False,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_28,Refund,Morning,7.46,1.81,True,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_25,General Inquiry,Afternoon,6.48,3.45,False,CRM Slowness,True,Baseline,2025-05-26
2025-05-26,Agent_27,Account,Morning,13.16,3.49,False,Training Gap,True,Baseline,2025-05-26
2025-05-26,Agent_22,Refund,Afternoon,12.27,2.65,True,Script Complexity,True,Baseline,2025-05-26
2025-05-26,Agent_11,Account,Afternoon,4.03,1.61,True,Routing Issue,False,Baseline,2025-05-26
2025-05-26,Agent_28,Refund,Morning,10.15,1.65,True,CRM Slowness,True,Baseline,2025-05-26
